hh,mm,ss,sss,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temperature_c,ppg_red,ppg_ir,ppg_green
0,0,1,640,0.16107177734375,-0.01800537109375,0.13818359375,-93.5211181640625,-5.98907470703125,-70.94573974609375,41.09375,1021,641,185
0,0,1,650,0.16107177734375,-0.01800537109375,0.13818359375,-93.5211181640625,-5.98907470703125,-70.94573974609375,41.09375,1020,628,157
0,0,1,660,0.13433837890625,0.016845703125,0.2008056640625,-101.07421875,-3.8909912109375,-91.49932861328125,41.09375,1019,635,182
0,0,1,670,0.13433837890625,0.016845703125,0.2008056640625,-101.07421875,-3.8909912109375,-91.49932861328125,38.09375,1019,627,170
0,0,1,680,0.23663330078125,0.0364990234375,0.20855712890625,-106.842041015625,2.40325927734375,-88.64593505859375,38.09375,1021,623,170
0,0,1,690,0.32769775390625,0.01513671875,0.1937255859375,-97.076416015625,0.26702880859375,-72.1435546875,38.09375,1019,631,163
0,0,1,700,0.32769775390625,0.01513671875,0.1937255859375,-96.2982177734375,0.26702880859375,-72.1435546875,38.09375,1032,632,162
0,0,1,710,0.343505859375,-0.00799560546875,0.23046875,-79.925537109375,-8.48388671875,-62.43133544921875,37.09375,1020,634,171
0,0,1,720,0.343505859375,-0.00799560546875,0.23046875,-79.925537109375,-8.48388671875,-62.43133544921875,37.09375,1026,635,155
0,0,1,730,0.315185546875,0.0106201171875,0.31689453125,-88.1195068359375,-0.20599365234375,-55.80902099609375,37.09375,1043,626,173
0,0,1,740,0.315185546875,0.0106201171875,0.31689453125,-88.1195068359375,-0.20599365234375,-55.80902099609375,37.09375,1039,621,170
0,0,1,750,0.26434326171875,0.0704345703125,0.348388671875,-106.60552978515625,11.54327392578125,-57.41119384765625,37.09375,1030,627,173
0,0,1,760,0.26434326171875,0.0704345703125,0.348388671875,-106.60552978515625,11.54327392578125,-57.41119384765625,36.09375,1041,640,168
0,0,1,770,0.21124267578125,0.155029296875,0.2904052734375,-109.26055908203125,10.62774658203125,-72.57843017578125,36.09375,1036,645,177
0,0,1,780,0.21124267578125,0.155029296875,0.2904052734375,-109.26055908203125,10.62774658203125,-72.57843017578125,36.09375,1046,639,169
0,0,1,790,0.18865966796875,0.12567138671875,0.23388671875,-98.12164306640625,0.55694580078125,-86.73858642578125,36.09375,1022,633,183
0,0,1,800,0.18865966796875,0.12567138671875,0.23388671875,-98.12164306640625,0.55694580078125,-86.73858642578125,36.09375,1028,633,179
0,0,1,810,0.17877197265625,0.06341552734375,0.226806640625,-88.66119384765625,-4.5013427734375,-85.59417724609375,40.09375,1019,636,175
0,0,1,820,0.187744140625,0.0460205078125,0.25311279296875,-88.66119384765625,-4.5013427734375,-85.59417724609375,40.09375,1026,637,171
0,0,1,830,0.187744140625,0.0460205078125,0.25311279296875,-96.7254638671875,1.1444091796875,-86.99798583984375,40.09375,1026,623,171
0,0,1,840,0.2620849609375,0.0216064453125,0.24371337890625,-95.6268310546875,0.43487548828125,-99.1973876953125,40.09375,1029,631,179
0,0,1,850,0.2620849609375,0.0216064453125,0.24371337890625,-95.6268310546875,0.43487548828125,-99.1973876953125,37.09375,1018,627,173
0,0,1,860,0.3687744140625,-0.0001220703125,0.22833251953125,-85.6475830078125,2.4261474609375,-66.45965576171875,37.09375,1018,623,173
0,0,1,870,0.3687744140625,-0.0001220703125,0.22833251953125,-85.6475830078125,2.4261474609375,-66.45965576171875,37.09375,1022,620,172
0,0,1,880,0.28857421875,0.0634765625,0.2427978515625,-98.12164306640625,5.92803955078125,-62.78228759765625,37.09375,1022,615,168
0,0,1,890,0.28857421875,0.0634765625,0.2427978515625,-98.12164306640625,5.92803955078125,-62.78228759765625,37.09375,1014,622,168
0,0,1,900,0.17431640625,0.1009521484375,0.22216796875,-92.315673828125,4.3182373046875,-81.65740966796875,40.09375,1037,634,179
0,0,1,910,0.17431640625,0.1009521484375,0.22216796875,-92.315673828125,4.3182373046875,-81.65740966796875,40.09375,1019,623,178
0,0,1,920,0.15252685546875,0.06158447265625,0.21466064453125,-99.0142822265625,9.40704345703125,-88.623046875,40.09375,1026,618,167
0,0,1,930,0.15252685546875,0.06158447265625,0.21466064453125,-99.0142822265625,9.40704345703125,-88.623046875,40.09375,1023,609,156
